budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
75000000,98,CrimeDrama,17.63, Paramount Pictures,Canada ,6/25/1996,816969268,145,Independence Day,6.7,3334
55000000,26,AdventureFantasy,12.2, Twentieth Century Fox Film Corporation, USA,8/15/1996,18626419,116,The Fan,5.7,202
100000000,28,AdventureAnimation,13.55, AVCO Embassy Pictures,United Kingdom,6/21/1996,100138851,91,The Hunchback of Notre Dame,6.8,1182
47000000,30,FantasyAnimation,7.59, United Artists, USA,6/10/1996,102825796,96,The ble Guy,5.7,603
27000000,14,Fantasy,11.63, Universal Pictures, USA,7/4/1996,25023434,113,Kingpin,6.7,248
100000000,10769,DramaFamily,6.92, Universal Pictures, USA,6/21/1996,242295562,115,Eraser,5.6,553
54000000,10784,ComedyRomance,9.65, Universal Pictures, USA,6/26/1996,128769345,95,The Nutty Professor,5.4,717
80000000,49,FantasyComedy,12, Geffen Company, USA,12/6/1996,159212469,115,Daylight,5.8,385
30000000,98,CrimeDrama,12.09, Transatlantic Pictures, USA,7/18/1996,29359216,110,The Frighteners,6.7,413
5000000,115,ComedyCrime,9.07, Universal Pictures, USA,6/21/1996,13269963,135,Lone Star,6.9,79
32000000,46,ActionDrama,5.58, Universal Pictures, USA,7/5/1996,152036382,123,Phenomenon,6.2,328
3500000,98,CrimeDrama,10.83, Universal Pictures, USA,8/26/1996,9482579,96,She's the One,5.7,71
40000000,98,CrimeDrama,13.31, Warner Bros., USA,7/24/1996,152266007,149,A Time to Kill,7,522
25000000,10420,MusicDrama,3.91, Redeemable Features, USA,7/19/1996,17193231,98,Fled,5.2,49
13000000,81,ActionThriller,9.49, United Artists,Canada ,7/26/1996,4619014,78,Joe's Apartment,5,87
26000000,80,HorrorThriller,10.18, Original Film,United Kingdom,9/20/1996,116400000,102,The First Wives Club,6.5,172
80000000,9675,HorrorMystery,8.77, Universal Pictures, USA,11/8/1996,309492681,117,Ransom,6.4,482
50000000,28,AdventureAnimation,15.87, DreamWorks SKG, USA,8/2/1996,60209334,107,Chain Reaction,5.3,291
36000000,35,Comedy,10.03, Paramount Pictures, New,8/2/1996,33459416,98,Matilda,6.9,892
6000000,32,DramaFantasy,6.59, PolyGram Filmed Entertainment, USA,8/2/1996,22231658,121,Emma,6.7,152
13000000,27,Horror,6.55, Shooting Gallery, USA,8/29/1996,17917287,84,The Crow: City of Angels,5.2,119
15000000,931,ThrillerScience Fiction,3.45, Metro-Goldwyn-Mayer (MGM), USA,8/16/1996,5600000,87,Bordello of Blood,5,63
6000000,53,ComedyDrama,1.2, Miramax Films, USA,8/23/1996,12643776,117,The Spitfire Grill,6.8,17
50000000,88,ThrillerComedy,12.23, Paramount Pictures, USA,8/9/1996,42277365,97,Espe from L.A.,5.6,381
2962051,53,ComedyDrama,4.8, New Line Cinema, USA,8/9/1996,3011195,108,Basquiat,6.6,97
45000000,18,Drama,6.25, Lions Gate Films, USA,8/16/1996,53854588,135,Tin Cup,5.9,152
200000,46,DramaAction,0.12, Twentieth Century Fox Film Corporation, USA,6/2/1991,300000,109,Dingo,6,1
6000000,81,ActionThriller,41.11, nnon Group,United Kingdom,3/14/1972,245066411,175,The Godfather,8.5,6024
900000,46,ActionDrama,6.75, Jerry Bruckheimer Films, USA,7/4/1992,20483423,95,Police Story 3: Supercop,6.7,109
500000,10767,AnimationFamily,1.14, Paramount Pictures, USA,1/22/1996,431326,88,Manny & Lo,6.3,9
4500000,46,ActionDrama,12.45, New World Pictures, USA,9/13/1996,7011317,108,Bound,6.9,203
60000000,35,Comedy,7.7, Artisan Entertainment, USA,1/10/1997,33956608,110,The Relic,5.8,130
40000000,115,ComedyCrime,12.73, Initial Entertainment Group (IEG), USA,8/23/1996,49627779,96,The Island of Dr. Moreau,4.6,148
25000000,10785,RomanceHistory,7.86, Miramax Films, USA,9/6/1996,22611954,84,Bulletproof,5.4,164
5000000,40,ActionAdventure,8.77, Twentieth Century Fox Film Corporation, Mexico,9/29/1995,15116634,88,Halloween: The Curse of Michael Myers,5,173
2540800,18,Drama,11.06, Columbia Pictures Corporation, USA,4/10/1952,7200000,103,Singin' in the Rain,7.9,747
2723903,35,Comedy,5.57, Hughes Entertainment, USA,8/8/1951,4500000,113,An American in Paris,6.9,133
2500000,54,DramaHistory,10.88, Fox 2000 Pictures, USA,10/5/1961,9500000,110,Breakfast at Tiffany's,7.6,1082
2479000,9675,HorrorMystery,18.21, Dimension Films, USA,5/9/1958,28000000,128,Vertigo,8,1162
1000000,53,ComedyDrama,17.91, Universal Pictures, USA,8/1/1954,36764313,112,Rear Window,8.2,1531
4000000,18,Drama,12.41, Morpheus, USA,7/7/1959,13275000,136,North by Northwest,7.8,1062
3000000,55,HorrorAction,11.99, Universal Pictures, USA,6/15/1960,25000000,125,The Apartment,8.1,498
2883848,49,ComedyFantasy,11.85, Lusfilm, USA,3/18/1959,25000000,122,Some Like It Hot,8,835
4000000,45,DramaHorror,7.1, Twentieth Century Fox Film Corporation,Canada ,12/5/1963,13474588,113,Charade,7.7,351
878000,905,HorrorScience Fiction,13.92, SLM Production Group, USA,11/26/1942,10462500,102,sablan,7.9,1462
375000,63,ActionComedy,5.78, Columbia Pictures, USA,11/18/1941,1000000,100,The Maltese Falcon,7.8,435
17000000,27,Horror,12.49, New Line Cinema, USA,10/21/1964,72070731,170,My Fair Lady,7.4,361
2238813,27,Horror,7.36, nnon Films, USA,9/28/1954,10000000,113,Sabrina,7.4,284
2777000,47,AdventureComedy,22.06, Paramount Pictures, USA,8/15/1939,33754967,102,The Wizard of Oz,7.4,1689
4000000,18,Drama,14.24, Silver Screen Partners, USA,12/15/1939,400176459,238,Gone with the Wind,7.7,995
1752000,10784,ComedyRomance,11.71, Miramax Films,United Kingdom,8/10/1950,5000000,110,Sunset Boulevard,8.2,533
839727,80,HorrorThriller,15.81, National Film Finance Corporation (NFFC), USA,4/30/1941,23217674,119,Citizen Kane,8,1244
10500000,46,DramaAction,22.49, Paramount Pictures, USA,4/10/1968,68700000,149,2001: A Space Odyssey,7.9,3075
1400000,10784,ComedyRomance,12.06, New Line Cinema, USA,11/9/1950,63463,138,All About Eve,8,367
1688000,10767,RomanceDrama,5.08, Bel Air Entertainment, USA,1/1/1939,2270000,133,The Women,6.4,26
1288000,53,ComedyDrama,8.59, Walt Disney Pictures, USA,4/12/1940,6000000,130,Rebec,7.7,346
2000000,115,ComedyCrime,10.14, Twentieth Century Fox Film Corporation, USA,8/15/1946,24464742,102,Notorious,7.8,345
1500000,53,ComedyDrama,5.48, Paramount Pictures, USA,12/28/1945,7000000,111,Spellbound,7.3,166
2500000,45,DramaHorror,5.49, Paramount Pictures, USA,8/3/1955,8750000,106,To tch a Thief,7.1,299
1365000,46,ActionDrama,5.12, Universal Pictures, USA,10/6/1939,2279000,110,Ninotchka,7.3,77
2033000,40,AdventureAction,10.69, Metro-Goldwyn-Mayer (MGM), USA,5/13/1938,3981000,102,The Adventures of Robin Hood,7.6,170
1020000,890,AdventureScience Fiction,9.88, Twentieth Century Fox Film Corporation, USA,10/11/1944,2000000,88,Laura,7.6,173
609000,906,ActionScience Fiction,7.12, Twentieth Century Fox Film Corporation, USA,9/6/1935,3202000,101,Top Hat,7.4,62
5400000,115,ComedyCrime,10.86, Spring Creek Productions, USA,10/10/1956,35000000,201,Giant,7.5,169
226408,10767,DramaRomance,10.57, Columbia Pictures,United Kingdom,5/25/1934,1423000,93,The Thin Man,7.4,97
6000000,9666,DramaMystery,6.16, Columbia Pictures Corporation, USA,10/17/1956,42000000,167,Around the World in Eighty Days,6.5,85
3180000,80,HorrorThriller,15.03, United Artists,Canada ,12/20/1946,9644124,130,It's a Wonderful Life,8,1103
1500000,45,DramaHorror,8.17, Téléfilm Canada, USA,10/19/1939,9600000,129,Mr. Smith Goes to Washington,7.9,245
114000,71,DramaThriller,14.38, Les Films Alain Sarde,Canada ,10/1/1968,30000000,96,Night of the Living Dead,7.5,591
1300000,81,ActionThriller,6.64, Alliance Atlantis Communitions, USA,12/3/1951,10750000,105,The Afrin Queen,7.4,232
3000000,88,ThrillerComedy,11.79, Columbia Pictures Corporation, USA,2/17/1958,17570324,108,t on a Hot Tin Roof,7.6,168
67000000,98,CrimeDrama,11.85, Paramount Pictures, USA,9/20/1996,47267001,101,Last Man Standing,6.2,263
9000000,46,ActionDrama,6.86, X-Filme Creative Pool, USA,11/6/1996,41590886,118,Set It Off,6.9,66
2300000,35,Comedy,2.78, Gaumont, USA,9/6/1996,49620,88,Curdled,6.2,29
38000000,10784,ComedyRomance,4.99, Universal Pictures, USA,9/27/1996,17380126,118,Extreme Measures,5.7,80
50000000,9666,MysteryDrama,4, Hobby Films, USA,10/11/1996,22540359,113,The Chamber,5.9,62
5000000,10767,DramaRomance,8.72, Hawk Films, Ecuador,12/23/1954,28200000,127,"20,000 Leagues Under the Sea",6.9,160
14000000,10777,RomanceAction,8.31, Imagine Entertainment, USA,9/30/1993,154864401,98,Cool Runnings,6.8,510
2900000,18,Drama,14.44, Amblin Entertainment, USA,3/4/1950,263591415,74,Cinderella,6.8,1760
3000000,62,HorrorComedy,10.64, The Geffen Company,Canada ,12/25/1963,22182353,79,The Sword in the Stone,6.9,935
48000000,28,AdventureAnimation,10.64, Warner Bros. Animation, USA,6/14/1991,390493908,143,Robin Hood: Prince of Thieves,6.6,937
6000000,9701,MysteryThriller,15.12, Spyglass Entertainment, USA,8/27/1964,102272727,139,Mary Poppins,7.4,1217
812000,98,DramaCrime,14.66, Irish Dreamtime, USA,10/22/1941,1600000,64,Dumbo,6.8,1206
20000000,10437,ComedyMusic,10.36, New Line Cinema, USA,10/7/1971,17900000,117,Bedknobs and Broomsticks,6.8,260
3000000,49,ComedyFantasy,16.49, Alta Vista Productions, USA,7/3/1951,572000000,75,Alice in Wonderland,7,1557
12000000,41,FantasyHorror,10.2, Alta Vista Productions, USA,7/10/1981,29800000,82,The Fox and the Hound,7,884
8200000,35,Comedy,9.07, Paramount Pictures,United Kingdom,3/2/1965,286214286,174,The Sound of Music,7.4,966
28000000,62,HorrorComedy,16.64, Hollywood Pictures, USA,7/15/1988,140767956,131,Die Hard,7.5,4005
10000000,47,ComedyAdventure,6.69, Warner Bros., USA,3/5/1992,32101000,108,The Lawnmower Man,5.4,198
4500000,906,ActionScience Fiction,11.22, TriStar Pictures, USA,5/24/1996,13417292,142,Secrets & Lies,7.1,127
16000000,896,DramaScience Fiction,2.17, New Line Cinema, USA,9/4/1996,1985001,125,Surviving Pisso,5.3,21
65000000,27,Horror,14.48, FGM Entertainment, USA,10/11/1996,89456761,120,The Long Kiss Goodnight,6.4,323
50000000,9675,HorrorMystery,10.79, Artisan Entertainment, USA,10/11/1996,75000000,109,The Ghost and the Darkness,6.4,238
2400000,54,DramaHistory,5.23, Penthouse Films International,United Kingdom,10/16/1996,5731103,120,Get on the Bus,7,11
45000000,10437,ComedyMusic,3.73, Proscenium Films, USA,1/31/1997,2154540,103,Shadow Conspiracy,4,12
7000000,18,Drama,3.38, Columbia Pictures, USA,2/6/1996,405000,123,Jude,6.6,38
14500000,26,FantasyAdventure,11.77, Orion Pictures, Ireland,10/31/1996,147298761,120,Romeo + Juliet,6.7,1406
200000,34,AnimationDrama,6.58, Warner Bros.,United Kingdom,10/18/1996,4505922,94,Swingers,6.8,255
44000000,10420,DramaMusic,9.2, Columbia Pictures,Canada ,10/18/1996,165615285,147,Sleepers,7.3,729
3000000,10767,DramaRomance,12.42, Columbia Pictures, USA,6/29/1971,4000000,100,Willy Wonka & the Chocolate Factory,7.4,826
2000000,10784,ComedyRomance,6.05, Geffen Company, USA,12/17/1973,18344729,89,Sleeper,7,206
2000000,40,ActionAdventure,4.33, TriStar Pictures, USA,4/28/1971,11833696,82,Bananas,6.7,167
7500000,35,Comedy,11.4, Paramount Pictures, Australia,7/15/1988,62493712,108,A Fish lled WCanada,7.1,576
4000000,10770,WarDrama,10.71, Metro-Goldwyn-Mayer (MGM), USA,8/17/1979,20045115,94,Life of Brian,7.7,1230
12000000,54,DramaHistory,4.47, Barclays Merntile Industrial Finance, USA,7/1/1965,25333333,160,The Great Race,7.2,64
2500000,98,CrimeDrama,12.11, Twentieth Century Fox Film Corporation, USA,7/18/1967,50700000,111,Bonnie and Clyde,7.6,384
1400000,10420,DramaMusic,7.85, Paramount Pictures, USA,5/29/1954,3000000,104,Dial M for Murder,7.9,539
6000000,40,AdventureAction,14.04, United Artists,United Kingdom,8/21/1987,213954274,100,Dirty Dancing,7.1,1371
1200000,81,ActionThriller,12.22, United Artists,United Kingdom,9/2/1992,14661007,99,Reservoir Dogs,8.1,3821
6000000,40,AdventureAction,18.21, United Artists, USA,12/18/1986,138530565,120,Platoon,7.5,1236
49000000,37,Western,16.63, United Artists, USA,3/20/1992,352927224,127,Basic Instinct,6.5,869
38000000,71,DramaThriller,7.83, Green Parrot, USA,3/1/1991,34416893,140,The Doors,6.7,285
3705538,10786,ComedyFamily,7.4, Twentieth Century Fox Film Corporation, USA,9/2/1992,62548947,112,The Crying Game,6.9,180
12500000,98,CrimeDrama,6.79, Columbia Pictures, USA,9/15/1992,10725228,100,Glengarry Glen Ross,7.5,330
12000000,18,Drama,15.42, Pickford Corporation, USA,12/8/1982,30036000,151,Sophie's Choice,7.4,149
10500000,18,Drama,19.36, Twentieth Century Fox Film Corporation, USA,4/3/1982,792965326,115,E.T. the Extra-Terrestrial,7.3,3359
60000000,53,ComedyDrama,7.05, Orion Pictures, USA,6/27/1990,157920733,107,Days of Thunder,5.9,359
15000000,53,DramaComedy,20.3, Universal Pictures, USA,5/16/1986,356830601,110,Top Gun,6.7,1736
1800000,30,FantasyAnimation,7.3, Amblin Entertainment, USA,9/18/1951,8000000,125,A Streetr Named Desire,7.6,291
12500000,26,AdventureFantasy,2.77, Miramax Films, USA,1/26/1996,1227324,99,The Funeral,7.3,31
36000000,878,Science Fiction,9.18, Empire Pictures, USA,10/12/1996,20300385,129,The People vs. Larry Flynt,6.8,257
5000000,108,ActionCrime,6.5, Universal Pictures, USA,5/21/1975,41833347,113,The Return of the Pink Panther,6.7,138
6788000,913,ComedyScience Fiction,7.88, Brooksfilms Ltd., USA,4/19/1991,13878334,103,Drop Dead Fred,5.9,107
70000000,10767,AnimationFamily,9.81, Walt Disney Productions,Canada ,8/9/1989,90000098,139,The Abyss,7.1,822
1000000,30,AdventureDrama,9.19, Belstar Productions, USA,2/8/1980,21378361,89,The Fog,6.4,318
6000000,49,AdventureWestern,10.12, Cinema Center Films, USA,5/22/1981,50244700,99,Espe from New York,6.9,720
1000000,35,Comedy,6.72, Paramount Pictures, USA,4/3/1981,17985893,91,The Howling,6.4,165
400000,16,Animation,10.43, TV Tokyo, USA,3/13/1975,5028948,91,Monty Python and the Holy Grail,7.8,1742
7000000,913,ComedyScience Fiction,2.66, Laurence Mark Productions, USA,11/1/1996,1100000,80,Bad Moon,5.7,33
4000000,53,ComedyDrama,12.57, Mutual Film Company, USA,4/17/1991,1794187,99,Delitessen,7.4,320
27000000,98,CrimeDrama,15.56, Solar Productions, Australia,11/14/1996,231976425,162,The English Patient,7,559
645180,35,Comedy,5.84, Universal Pictures, Australia,7/21/1989,14743391,103,My Left Foot: The Story of Christy Brown,7.5,208
3000000,45,DramaHorror,3.23, Poison L.P., USA,8/20/1992,33946224,94,Strictly Ballroom,6.2,83
500000,10437,MusicComedy,4.1, Touchstone Pictures, USA,3/13/1990,3779620,71,Paris is Burning,8.2,67
3000000,53,Thriller,35.53, Hollywood Pictures, USA,11/18/1975,108981275,133,One Flew Over the Cuckoo's Nest,8.3,3001
18000000,18,Drama,19.47, Universal Pictures, USA,5/17/1980,538400000,124,The Empire Strikes Back,8.2,5998
16000000,10437,MusicComedy,15.15, Paramount Pictures, USA,9/18/1987,30857814,98,The Princess Bride,7.6,1518
18000000,35,Comedy,19.9, Columbia Pictures Corporation, USA,6/12/1981,389925971,115,Raiders of the Lost Ark,7.7,3949
18500000,81,ThrillerAction,21.76, Tig Productions, USA,7/18/1986,183316455,137,Aliens,7.7,3282
1200000,49,FantasyComedy,16.79, Universal Pictures, USA,12/23/1966,6000000,161,"The Good, the Bad and the Ugly",8.1,2371
350000,9666,DramaMystery,16.5, New Line Cinema, USA,3/25/1957,1000000,96,12 Angry Men,8.2,2130
15000000,63,ActionComedy,10.89, Twentieth Century Fox Film Corporation, Mexico,12/10/1962,69995385,216,Lawrence of Arabia,7.8,870
2200000,108,ActionCrime,17.11, Columbia Pictures, USA,12/18/1971,26589000,136,A Clockwork Orange,8,3432
2000000,98,CrimeDrama,14.28, Bad Lt. Productions, USA,12/25/1962,13129846,129,To Kill a Mockinird,7.9,676
31500000,9675,HorrorMystery,13.6, Konrad Pictures, USA,8/15/1979,89460381,153,Apolypse Now,8,2112
5000000,53,Thriller,15.59, Columbia Pictures,Canada ,12/21/1968,5321508,175,Once Upon a Time in the West,8.1,1160
32350000,81,ActionThriller,14.59, Franchise Pictures, USA,5/23/1983,572700000,135,Return of the Jedi,7.9,4763
2500000,63,ActionComedy,6.36, Hollywood Pictures, USA,1/1/1987,3200000,128,Wings of Desire,7.5,256
25000000,10767,AnimationFamily,15.42, Walt Disney Pictures, USA,9/12/1990,46836394,145,GoodFellas,8.2,3211
11000000,71,DramaThriller,23.38, Rainforest Films, USA,5/25/1979,104931801,117,Alien,7.9,4564
11500000,931,ThrillerScience Fiction,12.25, Interscope Communitions,Canada ,6/1/1985,4069653,162,Ran,7.9,349
806948,53,ComedyDrama,36.83, Charles Chaplin Productions, USA,6/16/1960,32000000,109,Psycho,8.3,2405
27000000,53,Thriller,10.08, Dimension Films, USA,6/17/1980,115229890,133,The Blues Brothers,7.5,1092
17000000,115,ComedyCrime,13.94, Code Entertainment, USA,6/26/1987,46357676,116,Full Metal Jacket,7.9,2595
18000000,54,DramaHistory,12.68, TriStar Pictures, USA,10/26/1984,51973029,160,Amadeus,7.8,1107
18000000,53,DramaComedy,8.87, Twentieth Century Fox Film Corporation, USA,11/14/1980,23000000,129,Raging Bull,7.7,968
4000000,10769,DramaFamily,18.15, Orion Pictures, USA,4/19/1977,38251425,93,Annie Hall,7.8,1044
27000000,10784,ComedyRomance,14.9, Orion Pictures, USA,10/20/1983,21500000,193,The Right Stuff,7.4,241
14000000,53,ComedyDrama,8.8, Lusfilm, USA,9/16/1981,85000000,149,Das Boot,7.9,623
5500000,71,DramaThriller,12.02, melot Productions, USA,12/25/1973,159616327,129,The Sting,7.9,639
6400000,27,Horror,19.29, New Line Cinema, USA,10/26/1984,78371200,108,The Terminator,7.4,4208
3000000,71,DramaThriller,13.65, Pathé Entertainment, USA,8/13/1992,242623,104,Braindead,7.4,388
18000000,35,Comedy,7.52, Universal Pictures, USA,12/15/1989,26828365,122,Glory,7.4,391
14000000,10767,DramaRomance,7.5, Universal Pictures, USA,9/21/1990,5080409,115,Miller's Crossing,7.5,431
16400000,108,ActionCrime,19.91, Paramount Pictures, USA,6/2/1989,235860116,129,Dead Poets Society,8.1,2786
3000000,108,ActionCrime,12.06, nnon Films, USA,12/21/1967,104945305,106,The Graduate,7.6,855
829000,108,ActionCrime,9.67, nnon Group,Canada ,4/23/1958,2247465,95,Touch of Evil,7.6,292
3000000,9666,DramaMystery,8.85, Paramount Pictures, USA,10/2/1957,27200000,161,The Bridge on the River Kwai,7.7,554
6000000,878,Science Fiction,12.29, New Line Cinema, Hong Kong,6/20/1974,30000000,130,Chinatown,7.9,939
3800000,40,ActionAdventure,8.07, New Line Cinema, USA,1/24/1948,4307000,126,The Treasure of the Sierra Madre,7.9,285
19000000,45,DramaHorror,19.61, Columbia Pictures Corporation, USA,5/22/1980,44017374,144,The Shining,8.1,3890
8000000,53,ComedyDrama,15.21, Silver Screen Partners III, USA,8/22/1986,52287414,89,Stand by Me,7.8,1568
3600000,108,ActionCrime,13.52, Silver Pictures, USA,3/13/1987,5923044,84,Evil Dead II,7.5,760
4000000,53,DramaComedy,14.38, Columbia Pictures Corporation,Canada ,6/20/1963,11744471,172,The Great Espe,7.8,731
15000000,10767,DramaRomance,7.73, Egg Pictures, USA,12/8/1978,50000000,183,The Deer Hunter,7.8,943
14600000,18,Drama,12.99, Twentieth Century Fox Film Corporation, USA,2/11/1993,70906973,101,Groundhog Day,7.4,2358
14000000,878,Science Fiction,10.94, Columbia Pictures Corporation, USA,8/7/1992,159157447,131,Unforgiven,7.7,1133
80000000,9666,DramaMystery,7.99, TriStar Pictures, USA,10/24/1962,96105910,126,The Manchurian ndidate,7.7,188
19000000,53,ComedyDrama,25.78, Twentieth Century Fox Film Corporation, USA,7/3/1985,381109762,116,Back to the Future,8,6239
11000000,53,ComedyDrama,6.58, Buena Vista, USA,12/27/1991,119418501,130,Fried Green Tomatoes,7.6,298
12000000,28,AdventureAnimation,14.38, DreamWorks SKG,Canada ,1/25/1970,89800000,172,Patton,7.3,327
8000000,37,Western,10.89, Paramount Pictures, USA,7/16/1988,553171,124,Akira,7.8,792
16000000,26,AdventureFantasy,16.87, Amblin Entertainment, USA,3/7/1986,5900000,116,Highlander,6.8,642
3000000,98,DramaCrime,9.72, Columbia Pictures, USA,6/22/1967,16217773,126,Cool Hand Luke,7.7,390
2800000,53,DramaComedy,9.34, Columbia Pictures, USA,12/15/1974,86273333,106,Young Frankenstein,7.7,880
3500000,10784,ComedyRomance,8.29, Columbia Pictures, USA,10/3/1991,2015810,129,Night on Earth,7.5,165
2000000,46,ActionDrama,9.24, Orion Pictures, USA,10/15/1940,11000000,125,The Great Dictator,8.1,756
2280000,55,DramaWestern,8.04, Warner Bros., USA,11/13/1940,83320000,124,Fantasia,7.2,831
730000,18,Drama,16.72, Bigel / Mailer Films, USA,3/27/1952,8000000,85,High Noon,7.6,343
15000000,40,ActionAdventure,14.32, Paramount Pictures,United Kingdom,12/26/1959,146900000,212,Ben-Hur,7.5,660
2500000,40,ActionAdventure,13.98, Columbia Pictures Corporation, USA,5/4/1984,4736202,82,This Is Spinal Tap,7.6,413
