budget,Genre,Language,popularity,release_date,revenue,runtime,title,vote_average,vote_count
92000000,Adventure,English,44.46,12/28/2001,172989651,144,Black Hawk Down,7.2,1811
90000000,Comedy,English,109.53,5/7/1997,263920180,126,The Fifth Element,7.3,3885
100000000,Adventure,English,18.33,5/26/2010,288347692,146,Sex and the City 2,5.4,426
95000000,Animation,English,37.05,3/31/2000,76432727,89,The Road to El Dorado,7,858
95000000,Romance,English,65.23,6/26/2012,877244782,88,Ice Age: Continental Drift,6.2,2672
95000000,Fantasy,English,101.19,3/12/2015,543514353,105,Cinderella,6.7,2374
65000000,Animation,English,29.26,12/26/2009,93525586,136,The Lovely Bones,6.6,1065
94000000,Adventure,English,85.69,5/30/2003,940335536,100,Finding Nemo,7.6,6122
94000000,Adventure,English,123.63,12/1/2003,1118888979,201,The Lord of the Rings: The Return of the King,8.1,8064
79000000,Adventure,English,106.91,12/18/2002,926287400,179,The Lord of the Rings: The Two Towers,8,7487
95000000,Adventure,English,63.63,12/12/2014,114178613,102,Seventh Son,5.2,957
115000000,Thriller,English,41.5,6/11/2001,274703340,100,Lara Croft: Tomb Raider,5.7,2192
100000000,Adventure,English,58.99,4/16/2014,103039258,119,Transcendence,5.9,2295
93000000,Thriller,English,1.86,7/18/2001,368780809,92,Jurassic Park III,5.7,2077
93000000,Adventure,English,138.43,8/3/2011,482860185,105,Rise of the Planet of the Apes,7,4347
90000000,Action,English,21.44,2/14/2008,162839667,95,The Spiderwick Chronicles,6.3,572
92000000,Western,English,65.4,2/6/2013,304654182,98,A Good Day to Die Hard,5.2,3493
145000000,Action,English,10.66,4/7/2004,25819961,137,The Alamo,5.8,106
92000000,Action,English,77.82,11/5/2004,631442092,115,The Incredibles,7.4,5152
98000000,Adventure,English,7.03,12/22/1995,10017322,119,Cutthroat Island,5.7,136
95000000,Action,English,61.12,2/1/2010,226497209,118,Percy Jackson & the Olympians: The Lightning Thief,6,2010
90000000,Animation,English,104.12,7/2/1997,589390539,98,Men in Black,6.9,4412
90000000,Action,English,73.58,10/30/1999,497366869,92,Toy Story 2,7.3,3806
100000000,Action,English,37.7,11/4/2010,167805466,98,Unstoppable,6.3,1165
90000000,Drama,English,35.81,8/3/2001,347325802,90,Rush Hour 2,6.4,1054
100000000,Animation,English,15.84,7/21/2000,155464351,130,What Lies Beneath,6.3,488
100000000,Animation,English,46.78,9/17/2009,242988466,90,Cloudy with a Chance of Meatballs,6.5,1747
90000000,Adventure,English,69.46,6/29/2009,886686817,94,Ice Age: Dawn of the Dinosaurs,6.5,2271
90000000,Action,English,43.35,12/18/2013,188133322,114,The Secret Life of Walter Mitty,7,3144
92000000,Drama,English,40.2,11/2/2000,264105545,98,Charlie's Angels,5.6,1232
90000000,Animation,English,63.43,10/5/2006,289847354,151,The Departed,7.9,4339
90000000,Action,English,67.43,6/18/1998,304320254,88,Mulan,7.6,2008
92000000,Thriller,English,43.19,8/9/2008,188072649,107,Tropic Thunder,6.5,1667
90000000,Action,English,47.65,12/14/2011,232617430,158,The Girl with the Dragon Tattoo,7.2,2434
90000000,Action,English,51.88,5/19/1995,366101666,128,Die Hard: With a Vengeance,6.9,2066
90000000,Drama,English,57.83,12/23/2009,524028679,128,Sherlock Holmes,7,5766
100000000,Animation,English,29.61,8/17/2016,94061311,125,Ben-Hur,5.3,621
120000000,Drama,English,51.55,6/2/2001,186053725,95,Atlantis: The Lost Empire,6.7,1224
75000000,Comedy,English,38.83,12/25/2008,200276000,121,Valkyrie,6.7,1173
90000000,Action,English,40.6,6/5/2008,201596308,113,You Don't Mess with the Zohan,5.5,1048
88000000,Drama,English,140.85,7/16/2015,243637091,105,Pixels,5.6,2513
100000000,Thriller,English,34.04,6/29/2001,235926552,146,A.I. Artificial Intelligence,6.8,1974
90000000,Drama,English,16.3,11/25/2003,182290266,99,The Haunted Mansion,5.2,466
90000000,Action,English,55.25,7/11/1997,171120329,150,Contact,7.2,1308
95000000,Crime,English,28.2,8/4/2000,190213455,112,Hollow Man,5.6,634
80000000,Adventure,English,18.7,4/8/2005,162944923,128,The Interpreter,6.2,392
90000000,Adventure,English,40.26,8/7/2013,174578751,106,Percy Jackson: Sea of Monsters,5.9,1648
95000000,Action,English,56.81,7/21/2003,156505388,117,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
90000000,Thriller,English,51.54,6/2/2016,334901337,129,Now You See Me 2,6.7,3235
68000000,Action,English,20.91,4/3/1997,118063304,116,The Saint,5.9,302
92000000,Science,English,27.17,11/18/2001,143049560,126,Spy Game,6.8,579
90000000,Animation,English,16.06,3/10/2000,60874615,114,Mission to Mars,5.7,369
90000000,Comedy,English,46.2,4/3/2011,484635760,96,Rio,6.5,2166
100000000,Science,English,24.94,12/17/1999,93700000,131,Bicentennial Man,6.9,963
90000000,Crime,English,19.84,4/25/1997,0,104,Volcano,5.2,376
90000000,Drama,English,15.35,3/12/1997,140807547,107,The Devil's Own,5.9,290
100000000,Adventure,English,15.63,7/19/2002,35168966,138,K-19: The Widowmaker,6.1,264
20000000,Romance,English,31.8,4/2/1982,79114085,129,Conan the Barbarian,6.6,650
88000000,Fantasy,English,24.1,6/2/2005,108539911,144,Cinderella Man,7.3,616
90000000,Drama,English,3.59,11/24/2010,16178959,110,The Nutcracker: The Untold Story,5.4,50
87000000,Action,English,14.82,7/22/2003,148336445,141,Seabiscuit,6.7,216
92000000,Adventure,English,32.08,5/10/1996,494471524,113,Twister,6.1,950
90000000,Animation,English,57.74,12/22/2000,429632142,143,Cast Away,7.5,3218
100000000,Action,English,37.27,11/16/2006,384335608,108,Happy Feet,5.9,1410
75000000,Action,English,53.21,7/23/2004,288500217,108,The Bourne Supremacy,7.2,2825
85000000,Thriller,English,36.39,7/25/1997,315156409,124,Air Force One,6.2,840
85000000,Adventure,English,60.93,12/7/2001,450717150,116,Ocean's Eleven,7.2,3783
75000000,Animation,English,36.61,8/31/2011,132274484,110,The Three Musketeers,5.6,924
85000000,Comedy,English,56.26,9/20/2012,358375603,91,Hotel Transylvania,6.8,2566
85000000,Action,English,29.22,11/20/2007,340487652,107,Enchanted,6.6,1449
85000000,Comedy,English,34.77,2/9/2012,208076205,115,Safe House,6.3,1345
85000000,Action,English,9.9,10/7/2000,183611771,100,102 Dalmatians,5.1,313
75000000,Comedy,English,36.74,11/2/2011,152930623,104,Tower Heist,5.8,932
85000000,Action,English,44.97,12/8/2006,194168700,136,The Holiday,6.7,1225
90000000,Comedy,English,41.21,11/20/1998,250649836,132,Enemy of the State,6.7,1240
85000000,Crime,English,16.48,12/23/2009,219103655,121,It's Complicated,6.2,360
85000000,Adventure,English,42.07,6/7/2007,311312624,122,Ocean's Thirteen,6.5,1999
85000000,Adventure,English,26.62,9/29/2006,197309027,83,Open Season,6.1,656
85000000,War,English,80.32,3/14/2014,288747895,139,Divergent,6.9,4663
68000000,Adventure,English,41.27,3/13/2001,96976270,131,Enemy at the Gates,7.2,999
85000000,Adventure,English,24.11,9/26/2003,80916492,104,The Rundown,6.4,514
85000000,Drama,English,32.04,6/18/1993,137298489,130,Last Action Hero,6.1,712
85000000,Action,English,16.6,12/6/2005,162242962,145,Memoirs of a Geisha,7.3,652
85000000,Fantasy,English,8.28,6/3/2006,158468292,104,The Fast and the Furious: Tokyo Drift,6.1,1705
90000000,Action,English,36.07,11/12/1998,142940100,178,Meet Joe Black,6.9,1147
85000000,Adventure,English,18.83,2/6/2002,78382433,108,Collateral Damage,5.5,427
85000000,Action,English,48.13,3/15/2012,183018522,106,Mirror Mirror,5.5,1114
60000000,Action,English,38.89,7/27/2010,47664559,112,Scott Pilgrim vs. the World,7.2,2126
60000000,Fantasy,English,29.21,3/28/2003,74208267,136,The Core,5.4,516
84000000,Mystery,English,17.78,7/27/2000,123307945,106,Nutty Professor II: The Klumps,4.7,332
84000000,Action,English,31.44,6/14/2002,275650703,88,Scooby-Doo,5.4,820
50000000,Comedy,English,57.67,9/7/2012,41037742,95,Dredd,6.6,1940
82500000,Horror,English,41.18,6/22/2006,237681299,107,Click,6,2104
8000000,Comedy,English,13.66,11/12/1982,21028755,120,Creepshow,6.7,226
85000000,Adventure,English,11.77,7/30/2010,112483764,82,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119
85000000,Adventure,English,21.22,2/10/2008,222231186,88,Jumper,5.9,1799
85000000,Crime,English,58.58,7/11/2008,160388063,120,Hellboy II: The Golden Army,6.5,1527
65000000,Science,English,51.97,3/2/2007,84785914,157,Zodiac,7.3,2023
82000000,Fantasy,English,18.45,11/17/2000,96085477,123,The 6th Day,5.7,595
80000000,Thriller,English,109.68,5/23/2003,484572835,101,Bruce Almighty,6.4,3012
80000000,Adventure,English,77.58,8/3/2010,274470394,103,The Expendables,6,2926
80000000,Science,English,75.29,5/22/1996,457696359,110,Mission: Impossible,6.7,2631
75000000,Comedy,English,68.55,3/12/2012,691210692,142,The Hunger Games,6.9,9455
80000000,Action,English,58.04,5/25/2011,254455986,102,The Hangover Part II,6.2,3739
80000000,Comedy,English,59.11,6/19/1992,280000000,126,Batman Returns,6.6,1673
80000000,Animation,English,36.33,4/22/2006,343397247,83,Over the Hedge,6.3,1074
80000000,Comedy,English,55.66,6/21/2002,145771527,85,Lilo & Stitch,7.1,1314
85000000,Action,English,14.13,12/15/2006,144000000,97,Charlotte's Web,5.8,288
75000000,Action,English,34.07,5/8/1998,140464664,120,Deep Impact,5.9,855
84000000,Comedy,English,44.34,7/18/2013,0,116,RED 2,6.4,1526
82000000,Comedy,English,26.07,5/19/2005,190320568,113,The Longest Yard,6.2,785
75000000,Comedy,English,23.47,12/14/2011,342695435,87,Alvin and the Chipmunks: Chipwrecked,5.4,484
80000000,Action,English,45.59,7/11/2013,246984278,100,Grown Ups 2,5.8,1155
80000000,Drama,English,23.5,6/19/2008,230685453,110,Get Smart,6,1051
80000000,Drama,English,16.94,12/12/2003,266728738,128,Something's Gotta Give,6.3,410
80000000,Comedy,English,81.91,2/18/2010,294804195,138,Shutter Island,7.8,6336
80000000,Animation,English,19.5,11/26/2008,163733697,88,Four Christmases,5.3,331
75000000,Action,English,29.56,3/10/2005,260696994,91,Robots,6,1333
80000000,Fantasy,English,46.08,6/27/1997,245676146,138,Face/Off,6.8,1583
80000000,Thriller,English,23.53,12/24/2008,212874442,99,Bedtime Stories,5.9,901
80000000,Romance,English,49.08,7/12/2002,181001478,117,Road to Perdition,7.3,1077
80000000,Action,English,37.03,2/10/2011,214918407,117,Just Go with It,6.3,1543
75000000,Mystery,English,45.15,6/1/1997,224012234,115,Con Air,6.5,1270
80000000,Drama,English,46.89,9/25/2008,178066569,118,Eagle Eye,6.3,1018
79000000,Action,English,24.6,12/24/2003,173013509,154,Cold Mountain,6.7,533
80000000,Comedy,English,32.36,1/14/2010,157107755,118,The Book of Eli,6.6,2164
80000000,Horror,English,11.5,11/26/1997,177977226,93,Flubber,5.3,695
80000000,Animation,English,19.38,7/23/1999,91188905,113,The Haunting,5.2,369
80000000,Drama,English,36.13,11/15/1996,250200000,88,Space Jam,6.5,1288
80000000,Action,English,41.89,12/10/2008,233093859,104,The Day the Earth Stood Still,5.2,1043
75000000,War,English,22.18,8/7/1997,136982834,135,Conspiracy Theory,6.5,431
68000000,Action,English,139.58,10/15/2014,211817906,135,Fury,7.4,3946
70000000,Comedy,English,18.26,6/12/1998,164000000,98,Six Days Seven Nights,5.6,332
80000000,Western,English,11.19,12/11/2010,201584141,80,Yogi Bear,5.2,220
80000000,Comedy,English,41.67,5/24/2002,122563539,83,Spirit: Stallion of the Cimarron,7.4,831
80000000,Adventure,English,27.46,7/6/2011,169852759,102,Zookeeper,5.3,498
80000000,Drama,English,17.46,4/3/1998,136159423,130,Lost in Space,5,388
80000000,Animation,English,21.39,7/30/2004,96105964,129,The Manchurian Candidate,6.2,393
80000000,Animation,English,61.69,9/21/2015,473226958,89,Hotel Transylvania 2,6.7,1497
80000000,Science,English,14.53,12/17/1999,90874570,74,Fantasia 2000,7,292
80000000,Action,English,25.98,3/4/2002,123729176,96,The Time Machine,5.8,631
90000000,Action,English,6.64,12/25/1998,0,114,Mighty Joe Young,5.9,208
102000000,Action,English,36.79,6/7/2001,147080413,99,Swordfish,6.1,932
75000000,Drama,English,31.05,10/24/2005,142400065,129,The Legend of Zorro,5.9,893
85000000,Comedy,English,21.89,10/2/1998,71485043,113,What Dreams May Come,6.8,577
85000000,Adventure,English,18.34,11/10/2000,0,90,Little Nicky,5.2,438
88000000,Comedy,English,40.14,8/26/2005,105316267,118,The Brothers Grimm,5.6,818
70000000,Action,English,44.09,12/12/1996,101371017,106,Mars Attacks!,6.1,1509
80000000,Drama,English,36.66,9/24/2009,122444772,89,Surrogates,5.9,1195
80000000,Action,English,18.26,12/24/2000,34566746,145,Thirteen Days,6.9,189
80000000,Animation,English,16.68,12/6/1996,159212469,115,Daylight,5.8,378
80000000,Action,English,10.09,12/18/2013,126546518,87,Walking With Dinosaurs,5.2,133
44000000,Animation,English,7.89,5/10/2000,21400000,118,Battlefield Earth,3,255
80000000,Drama,English,16.72,11/14/2003,68514844,90,Looney Tunes: Back in Action,5.6,297
80000000,Action,English,9.36,12/3/2009,53825515,112,Nine,5.1,165
80000000,Drama,English,11.22,11/26/2003,19480739,116,Timeline,5.4,318
80000000,Adventure,English,14.56,12/25/1997,17626234,177,The Postman,6.1,299
90000000,Fantasy,English,11.36,11/25/1998,69131860,92,Babe: Pig in the City,5.2,305
90000000,Thriller,English,52.61,10/21/2015,146936910,106,The Last Witch Hunter,5.7,1316
80000000,Adventure,English,13.8,11/10/2000,33463969,106,Red Planet,5.4,267
86000000,Thriller,English,27.1,12/13/2006,107944236,94,Arthur and the Invisibles,6,639
80000000,Action,English,7.34,5/15/2005,5989640,110,A Sound of Thunder,4.8,111
130000000,Comedy,English,50.56,2/18/2014,117831631,105,Pompeii,5.2,1267
8000000,Drama,Spanish,0.72,10/30/2015,0,89,Top Cat Begins,5.3,9
60000000,Family,English,59.25,12/11/2001,313542341,135,A Beautiful Mind,7.7,3009
45000000,Adventure,English,90.46,6/23/1994,788241776,89,The Lion King,8,5376
79000000,Animation,English,40.72,1/19/2012,355692760,94,Journey 2: The Mysterious Island,5.8,1030
78000000,Crime,English,41.25,9/26/2013,248384621,95,Cloudy with a Chance of Meatballs 2,6.4,915
78000000,Western,English,10.08,9/29/2002,209196298,124,Red Dragon,6.7,1115
100000000,Comedy,English,16.76,3/5/2004,108103450,136,Hidalgo,6.5,318
79000000,Action,English,22.13,11/11/2011,149673788,91,Jack and Jill,4.1,604
76000000,Adventure,English,10.52,6/5/2003,236350661,107,2 Fast 2 Furious,6.2,2028
64000000,Science,English,35.38,7/29/2015,97571250,92,The Little Prince,7.6,756
80000000,Action,English,15.67,8/17/2007,15071514,99,The Invasion,5.7,359
76000000,Animation,English,8.98,6/30/2000,35134820,88,The Adventures of Rocky & Bullwinkle,3.9,87
75000000,Fantasy,English,31.48,6/18/2016,875958308,87,The Secret Life of Pets,5.9,3462
78000000,Animation,English,47.44,7/11/2003,179265204,110,The League of Extraordinary Gentlemen,5.7,1155
76000000,Action,English,136.89,6/25/2013,970761885,98,Despicable Me 2,7,4637
75000000,Adventure,English,60.44,6/25/1996,816969268,145,Independence Day,6.7,3260
73000000,Family,English,2.5,5/23/1997,229074524,129,The Lost World: Jurassic Park,6.2,2487
75000000,Drama,English,48.11,5/25/2005,532680671,86,Madagascar,6.6,3237
76000000,Adventure,English,35.39,9/22/2006,69959751,109,Children of Men,7.4,2071
75000000,Action,English,4.67,7/13/2000,296339527,104,X-Men,6.8,4097
75000000,Action,English,73.82,6/19/2008,258270008,110,Wanted,6.4,2528
75000000,Animation,English,51.47,6/6/1996,335062621,136,The Rock,6.9,1456
80000000,Comedy,English,85.12,3/23/2006,660940780,91,Ice Age: The Meltdown,6.5,2951
75000000,Family,English,61.44,2/13/2004,196482882,99,50 First Dates,6.6,2105
50000000,Horror,English,31.16,7/13/2007,90450008,117,Hairspray,6.5,709
80000000,Action,English,15.76,8/20/2004,78000586,114,Exorcist: The Beginning,4.7,183
75000000,Thriller,English,17.56,7/23/1999,0,78,Inspector Gadget,4.3,318
75000000,Comedy,English,71.12,5/29/2013,117698894,115,Now You See Me,7.3,5487
80000000,Comedy,English,38.86,6/24/2010,271430189,102,Grown Ups,6,1705
60000000,Comedy,English,57.75,6/17/2004,219417255,128,The Terminal,7,1910
35000000,Action,English,13.26,1/16/2009,73034460,100,Hotel for Dogs,5.7,202
75000000,Comedy,English,13.32,12/8/2000,215663859,124,Vertical Limit,5.9,283
75000000,Animation,English,18.7,12/19/2007,119000410,102,Charlie Wilson's War,6.5,338
75000000,Drama,English,47.09,9/20/2004,367275019,90,Shark Tale,5.8,1557
70000000,Comedy,English,14.49,12/25/2006,154937680,134,Dreamgirls,6.6,284
53000000,Drama,English,18.61,3/4/2005,95226116,118,Be Cool,5.4,292
70000000,Action,English,29.04,12/22/2005,130358911,164,Munich,6.9,696
70000000,Action,English,27.06,3/7/2003,85632458,121,Tears of the Sun,6.4,573
75000000,Comedy,English,23,6/4/2010,98159963,100,Killers,5.7,772
75000000,Comedy,English,48.74,8/13/2015,108145109,116,The Man from U.N.C.L.E.,7.1,2265
80000000,Animation,English,14.21,12/17/2004,55041367,130,Spanglish,5.8,369
75000000,Action,English,36.37,7/21/2006,140175006,91,Monster House,6.3,874
75000000,Action,English,24.35,10/12/2001,67631903,123,Bandits,6.2,302
55000000,Drama,English,19.14,7/7/1995,127600435,134,First Knight,5.9,311
75000000,Fantasy,English,13.33,12/16/1999,0,148,Anna and the King,6.4,197
75000000,Mystery,English,37.92,11/10/2011,226904017,110,Immortals,5.7,880
52000000,Animation,English,23.66,3/9/2005,77944725,113,Hostage,6.2,512
75000000,Action,English,14.44,6/16/2000,36754634,94,Titan A.E.,6.3,313
75000000,Action,English,10.61,6/9/2003,51142659,116,Hollywood Homicide,5,166
75000000,Adventure,English,11.87,10/23/1998,14567883,99,Soldier,6.1,221
75000000,Action,English,8.1,2/23/2001,5409517,93,Monkeybone,4.3,78
45000000,Science,English,20.37,12/17/2004,21009180,113,Flight of the Phoenix,5.7,276
75000000,Family,English,42.01,11/13/2000,248118121,106,Unbreakable,6.9,1946
74000000,Action,English,875.58,6/17/2015,1156730962,91,Minions,6.4,4571
82000000,Crime,English,39.13,3/24/2011,89792502,110,Sucker Punch,5.9,1623
73000000,Science,English,20.79,8/7/1998,103891409,98,Snake Eyes,5.8,327
75000000,Family,English,18.66,2/13/1998,13100000,134,Sphere,5.8,476
73000000,Romance,English,45.72,5/11/2016,349779543,97,The Angry Birds Movie,5.9,1022
70000000,Comedy,English,21.79,2/7/2008,111231041,112,Fool's Gold,5.4,444
75000000,Thriller,English,20.2,7/31/2009,61458982,146,Funny People,5.7,390
70000000,Comedy,English,26.12,8/22/2007,86658558,110,The Kingdom,6.5,513
72500000,Comedy,English,12.6,8/4/2006,162966177,116,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
70000000,Action,English,13.54,6/22/2001,176104344,87,Dr. Dolittle 2,4.9,410
72000000,Drama,English,60.72,5/24/1995,210000000,177,Braveheart,7.7,3336
72000000,Animation,English,32.23,11/4/2005,96889998,125,Jarhead,6.6,765
75000000,Drama,English,46.88,7/25/2007,527068851,87,The Simpsons Movie,6.9,2264
72000000,Action,English,11.22,12/21/2001,37317558,152,The Majestic,6.6,188
